word,x_values,y_values,count
person,1.4377335,-0.108552895,51
finder,0.1970595,0.011044122,11
mention,0.35618508,-0.05541673,14
speech,0.66433996,-0.020234043,23
conf,0.36396512,-0.026025714,14
sxswh,0.5003169,-0.0008319558,18
blog,1.2822714,-0.025303671,44
doe,1.789799,0.018352749,80
charger,1.7191929,-0.13232167,58
changed,0.19786023,0.012166611,11
mind,0.87416786,-0.04175716,20
next,3.4911082,-0.13129471,151
wonder,1.1644608,0.00029767174,47
tip,0.2178353,0.0015668966,13
shiny,0.106091246,-0.019307567,12
nerd,0.99982935,0.0039396873,45
cont,0.5854623,-0.06830466,41
another,0.9463161,0.2861729,52
local,0.826688,-0.10169484,34
industry,1.038475,-0.100107916,39
gsdm,1.941584,-0.064370036,68
buzz,0.9990031,0.30786687,38
gadget,0.6335318,-0.061412673,20
could,2.324093,0.19227691,83
seen,1.3806138,-0.11205349,55
opened,0.25137478,-0.05038588,24
ipads,2.2230148,-0.29152817,89
sayin,0.044375878,-0.013442377,10
launched,0.93077695,0.08043919,39
checkins,0.7504106,-0.047705077,31
month,1.0152509,-0.054818217,31
bizzy,-0.108375065,-0.03220856,14
left,1.4665306,-0.15002067,55
brain,0.8721708,-0.08289786,42
bettersearch,0.094712004,-0.044970013,15
engine,0.8019054,-0.009571085,22
content,2.0782435,-0.08454157,52
existence,0.4692849,-0.018157756,14
saved,0.56555647,-0.04347784,18
enchantment,0.87763035,-0.043559205,26
award,0.81100154,-0.076743655,30
read,0.946219,-0.067460276,33
unboxing,-0.11552933,-0.037067223,10
thought,1.1680465,-0.043082215,40
earthquake,0.9520192,0.013137051,29
tsunami,0.31619594,-0.012517908,13
school,0.98530847,-0.03954188,45
marketing,1.6984556,-0.006603751,68
expert,0.65096027,-0.007174312,37
cnet,0.28324622,0.09283191,25
temporary,1.4831319,-0.15101595,265
congress,1.5732163,-0.26950023,103
happy,1.3737965,-0.046599433,46
hipster,1.0841286,-0.018095562,33
win,1.5449328,-0.121867314,84
support,0.28017858,-0.0001534899,15
headed,0.23228727,-0.00060661737,15
enjoy,0.5323686,-0.037517365,22
funny,0.65831876,-0.020165144,26
matter,0.27700314,-0.00275002,13
minute,0.8145016,-0.058575578,34
point,0.9765401,0.028844373,27
least,0.3989656,-0.033625443,22
twitter,2.9376717,0.045016844,100
devs,0.3372762,-0.039363142,13
maybe,0.7876485,0.04177163,34
together,0.5679059,0.00079774304,18
cool,3.1233003,-0.23085985,151
uxdes,0.80875254,-0.051824484,40
remember,0.23914318,-0.010171369,11
audience,0.88525474,-0.05770702,24
experience,1.7029134,-0.045885544,41
part,0.8220428,-0.03277803,20
waiting,1.1165856,-0.11201928,53
mine,0.3759402,-0.042226218,13
download,2.2334042,-0.3170542,113
place,2.300354,-0.10359695,72
seo,0.5848035,0.0018968711,17
samsung,0.53094125,-0.05565995,22
sony,0.11744044,-0.0065352237,10
atx,0.28954685,-0.042508427,18
south,0.74712473,0.012171614,32
get,1.9695624,-0.08145522,62
movie,0.19920443,0.014196694,12
beautiful,0.074324176,-0.005546009,10
amazing,1.3898561,-0.04016667,43
focus,0.60240114,-0.04049596,15
chat,0.42510426,-0.029437669,18
share,1.1805577,-0.018652784,45
info,1.6182574,-0.112599276,49
turn,1.1545184,-0.06088834,35
business,1.887073,-0.09358344,49
card,1.9640324,-0.13457811,46
sold,1.2975557,-0.13102278,48
model,0.64455944,-0.052977517,19
beta,0.93402267,-0.022703245,25
testing,0.31956303,-0.039721943,14
away,2.6240704,-0.14241792,81
wifi,1.0528426,-0.05986129,39
black,0.5392053,-0.060100645,16
cover,0.318447,-0.010638068,11
house,1.0319376,-0.056044314,29
wondering,0.49332246,-0.0055984203,20
worth,0.56950206,-0.0056570144,18
convention,1.1198133,-0.023350252,48
center,0.9254868,0.08721906,44
everything,1.1065229,-0.093233824,33
except,0.7339192,-0.076356195,21
white,2.1571767,-0.08967374,61
promo,0.26823914,-0.01081513,11
suck,0.5033246,-0.026283331,17
film,0.6087493,-0.05392409,22
selling,0.71753675,-0.086224526,32
poursite,0.2163535,-0.01685254,12
learning,0.361844,0.0032229128,17
life,1.5986222,-0.07489404,48
impact,0.372989,-0.027127516,12
real,1.0651959,0.027224181,34
guide,1.1819676,-0.14556672,51
limited,0.0145790065,-0.034266286,13
travel,0.36063075,-0.08571148,23
heading,0.81727207,-0.077326596,52
aclu,0.5815474,0.09469462,35
walk,0.35142702,-0.044273216,14
short,0.057138603,-0.03386388,10
essential,0.1332353,-0.015631342,10
tool,1.2697985,-0.006996645,34
tradeshow,0.36178836,-0.02930487,13
demo,1.4989281,-0.16281536,58
following,0.031505715,-0.023201032,10
realtime,0.15380615,-0.018218128,12
listening,0.9829762,-0.08492497,34
pick,0.70107317,-0.0067529506,22
grab,0.8056582,-0.05342034,29
quick,0.35671598,-0.019812513,12
barry,0.640489,-0.00020955833,24
diller,0.78970784,0.004933685,36
lunch,0.29820615,-0.07111001,14
hotel,0.5535787,-0.054994076,16
seriously,0.18294477,-0.0063499846,11
lost,1.2336307,-0.040368423,37
schedule,0.81512326,-0.06341097,33
ready,1.87354,-0.07538191,69
rumored,0.014124353,0.16927922,20
went,0.78226435,0.0045125685,23
folk,0.85600585,-0.017157797,37
learn,0.6840468,-0.0543839,22
security,0.6246621,-0.07418474,28
work,2.3545628,-0.1755983,83
development,0.5768655,-0.03338576,20
developer,1.6805629,-0.102708966,61
winning,1.5631987,-0.0775435,61
picture,0.686595,-0.0618115,27
spent,0.49082962,-0.028329434,17
used,1.536112,-0.11080947,42
couple,0.1348024,-0.01918825,11
city,0.9642222,-0.102214806,27
block,1.2518005,-0.19226752,69
behind,1.2082367,-0.015554825,29
email,0.6680073,-0.038453903,15
give,2.2621295,-0.12642473,68
protip,0.06268536,-0.0023362327,10
song,1.0727863,-0.051992893,32
million,0.9111821,-0.20452486,43
available,1.4601498,-0.034524277,66
please,1.9105792,-0.15285185,76
le,0.577679,-0.041637152,21
announce,0.11676353,0.028539374,11
detail,1.8307414,-0.10928159,70
giveaway,1.1066538,-0.068620466,38
wild,0.33785397,-0.025778864,12
queue,0.53350365,-0.068348415,30
course,0.31229818,0.024171295,22
keynote,0.8316623,-0.087595664,27
credit,0.5950864,-0.052296225,19
click,0.2990144,-0.020685377,11
purchase,0.34375247,-0.05570553,16
texas,1.2395923,0.044842344,45
southwest,0.30883032,0.04443936,19
sweet,0.58078843,-0.033781067,28
ballroom,0.72110826,-0.060541622,33
mile,0.45802015,-0.08116523,19
driving,0.24490482,-0.019498596,11
navigation,1.4034891,-0.1434196,51
longer,0.18963233,-0.055716712,14
packing,0.10894382,-0.018028084,10
extra,0.4497122,-0.051477123,14
cross,0.40795812,-0.051281597,13
facebook,2.8535748,0.42423373,98
step,0.6936162,-0.028313056,21
strategy,0.9643973,0.08574719,31
street,2.09687,-0.15397537,61
girl,0.87234896,-0.04617217,22
juice,1.0653117,-0.045958214,26
track,1.4319117,-0.16426586,50
stage,0.21711242,0.0002787317,10
busy,0.47519594,-0.03707452,19
week,2.5713828,-0.06600733,104
believe,0.43194357,-0.05454538,19
spreadsheet,0.030643309,-0.024983138,10
plan,0.9135163,0.0031347184,35
sixth,0.035292804,-0.040720113,14
told,0.3010555,-0.0432808,11
ride,0.6855693,0.008481116,22
tablet,1.863652,-0.11321108,59
every,1.9857521,-0.16708484,67
single,0.13552311,0.022834027,11
response,0.41135517,-0.038884647,12
picked,0.5093605,-0.008779009,21
mophie,0.5851208,-0.020539135,17
battery,2.3207884,-0.13009848,64
huge,0.78601414,-0.0746404,34
took,0.598751,-0.07426993,23
trade,0.9625956,-0.066785164,32
rumor,1.336168,0.3913499,131
preview,0.48895752,0.6003057,41
biggest,0.32351655,-0.020806003,15
history,0.30787572,-0.017733304,12
gift,0.27757642,-0.026345115,11
retail,0.50347835,-0.06254228,27
release,1.4094119,-0.038216308,52
groupme,0.10606515,0.003646731,10
sound,0.6949274,0.0780596,28
made,2.294489,-0.06517816,68
question,1.3718809,-0.040428996,35
inside,0.3214235,-0.0580887,14
fire,0.33175576,-0.017704045,14
issue,0.88390535,-0.050312527,23
instagram,0.18097965,0.0036877939,10
catch,0.7635531,-0.05502381,24
missed,0.5034516,-0.028258681,19
lady,0.47880593,-0.026931595,16
holding,0.73259145,-0.07043314,18
beer,0.3655315,-0.013909167,14
back,2.8897722,-0.15501285,85
wish,0.99225354,-0.07392236,39
stupid,0.47012496,0.0003609285,20
america,1.3237811,-0.020732064,29
sign,1.1351304,-0.06920139,38
brilliant,0.8986211,-0.09446865,35
presentation,1.2832217,-0.091969304,54
sitting,0.5790911,-0.07524865,25
lounge,0.85877705,-0.07815203,29
others,1.3467653,-0.11640051,70
came,0.41388333,-0.011336442,15
playing,1.3329829,-0.06478736,40
random,0.3358751,-0.025987882,14
genius,0.8077253,-0.028351596,31
salon,0.41431367,-0.04393597,14
reminder,0.17380798,0.0012375579,10
chrome,0.519434,-0.046619214,16
announces,0.19802555,-0.008601338,15
solution,0.28015643,0.008676245,12
announcing,0.085729115,0.11642568,12
cause,0.2164873,0.052961275,10
joke,0.26382086,-0.0057484605,13
camera,1.4555646,-0.1122159,40
anything,0.75712955,0.017892482,26
found,1.3145603,-0.049708594,40
live,1.8845325,-0.2118467,76
rsvp,0.13182579,-0.0026614654,11
screen,1.9777087,-0.080474325,46
missing,0.26864815,-0.0138287535,13
nut,0.118356735,-0.00401157,11
packed,0.8547669,-0.0634119,28
built,1.1498766,-0.08760835,35
temp,1.0425735,-0.15459096,78
something,1.7387987,-0.030148994,46
near,0.5641118,-0.006966097,20
keep,2.268286,-0.043478172,68
surprise,0.38317943,-0.02285296,20
technews,0.029312126,0.0026062792,15
head,1.303885,-0.0480489,53
set,0.668894,-0.105579995,35
example,0.68911505,-0.024449734,21
pretty,1.0899867,-0.050071612,36
save,0.651457,-0.103172794,29
true,0.9567563,0.03719535,39
special,0.58832836,-0.09102726,27
makeshift,0.107869275,-0.025184931,11
shit,0.31061694,0.028683305,13
control,0.8497896,-0.05444404,23
go,0.36865383,-0.05630817,22
view,1.4209839,-0.11568277,48
close,0.17069344,0.008445401,16
software,0.29936054,-0.007143793,12
working,1.4923633,0.0023131391,51
data,2.4145815,-0.06801825,55
verizon,0.98921216,-0.009942928,26
customer,0.74919605,-0.075807735,25
outside,1.0062543,-0.08181935,42
price,0.24647558,-0.023194075,10
mac,0.12800215,-0.028416565,10
much,2.4911692,-0.08316575,68
arrived,0.07792229,-0.017797558,14
client,0.3196065,-0.024938872,13
spend,0.29760325,-0.032651838,11
setting,0.71910334,-0.11731106,33
computer,0.6118845,-0.03618996,22
hate,0.40032744,-0.028305553,12
hilton,1.0018114,-0.100236654,33
room,2.159932,-0.14025365,58
technology,1.8484683,-0.26328763,92
square,0.2826236,-0.013962077,14
foot,0.20272972,-0.033235166,10
test,0.8154958,-0.072936736,30
potential,0.25291687,-0.022594243,11
product,4.0170317,0.30361933,167
shop,2.7920928,-0.5912762,145
core,0.8549247,-0.34638056,48
action,1.4131324,-0.29809204,67
better,1.8955199,-0.06063034,70
agileagency,-0.085841514,-0.009728598,10
second,0.13339438,-0.032436974,10
even,2.5911548,-0.0679511,108
final,0.2188157,0.012470681,10
doodle,1.2315786,-0.049257733,35
googledoodle,0.26861215,-0.03378753,12
crowd,1.3503077,0.025718607,46
crazy,0.6406483,-0.097949594,30
deal,0.9858694,-0.054149333,30
woman,0.4702968,-0.022710994,20
macbook,1.0997592,-0.038957056,30
everywhere,0.7462269,0.023193479,33
attendee,1.5305672,-0.13441871,47
code,2.8114414,-0.100884676,85
reader,0.67862344,-0.06656653,16
image,0.6438705,-0.023599228,15
badge,0.48801237,-0.024891099,24
march,1.0281084,-0.07224716,35
spotted,0.12089721,-0.025943123,11
yelp,0.53294146,-0.02175585,16
lego,0.5691508,-0.0113251405,15
might,1.393395,0.19466032,55
standing,0.5115852,-0.041451547,25
early,0.73732376,-0.10586551,24
result,0.70383024,-0.0333817,28
learned,0.28271645,-0.014187665,11
wave,0.06419455,0.11002599,10
interrupt,0.55872023,0.033480477,26
regularly,0.7470116,0.05837647,26
scheduled,0.9395116,0.10185572,29
geek,2.9427483,0.06486295,83
programming,0.6034919,0.18373767,26
watch,0.83012265,0.053346016,39
yeah,0.20045337,0.012053775,15
celebrate,0.24748091,-0.0044003557,12
html,1.2782493,-0.055764016,34
microsoft,1.3841816,-0.026678625,35
enough,0.6399354,-0.036472354,20
nexus,0.199209,-0.015450191,12
seems,1.0930531,-0.03797538,35
gave,1.26395,-0.18365015,49
money,1.2909954,-0.13672803,49
relief,1.320635,-0.079950295,59
networking,0.060499728,0.24819633,14
improve,0.2915362,-0.035557084,16
meetup,1.0228118,-0.062163766,35
beyond,0.62670463,-0.011051536,21
sharing,0.76896584,0.060212947,24
mistake,0.4410331,-0.03909326,22
bringing,0.60858715,-0.049234636,18
bing,3.1502974,-0.23832938,115
shot,0.73973286,-0.052689184,24
success,0.57669985,0.031860624,19
qagb,1.1021913,-0.0852423,50
dashboard,0.15835486,0.01803507,12
hoot,0.014235077,-0.02888858,13
buying,0.6925701,-0.054708604,23
present,0.5001515,-0.0012251327,19
app,0.47068742,-0.010453292,20
saturday,0.21157812,-0.014789998,11
giant,0.46311226,-0.03578291,16
lose,0.30985436,-0.024411028,13
living,0.84230536,0.2330242,28
meeting,0.5902844,-0.07760009,22
hello,0.43352458,-0.0636209,19
dont,0.35139245,0.048023272,14
miss,0.43166503,0.015480077,23
charles,0.348173,-0.005550532,10
chen,0.42097855,-0.008127975,10
booth,2.9012182,-0.1280195,103
exhibit,0.5173274,-0.044151153,20
hall,0.57421875,-0.031465143,23
session,3.321467,-0.16028799,125
daily,1.4157455,-0.10127698,39
hacker,0.50342363,-0.032600258,17
plenty,0.9602519,0.14129984,42
across,0.40438798,-0.080660306,19
hear,0.88832814,-0.010502597,39
min,0.35447,-0.04464716,13
designing,2.3165312,-0.17061052,85
interface,1.7897842,-0.07780618,59
schema,0.6818484,-0.056153063,28
guess,0.5502229,-0.054566883,24
leaving,0.4021191,-0.022474552,15
among,0.29569933,-0.039363105,16
instead,1.3341042,-0.10119359,39
crew,0.13179873,-0.050542198,14
article,0.5761151,0.02127763,18
send,0.5756121,-0.047232818,21
hold,0.59072655,-0.004036532,15
secret,0.18585898,0.22674625,18
attend,0.66417086,0.12858336,23
later,0.31944263,0.16031842,21
excellent,0.21196108,0.018619908,11
lucky,0.13278905,0.050198182,13
building,1.4064524,-0.086702585,51
netflix,0.6984518,-0.054459546,22
league,0.7032808,-0.009055279,22
extraordinary,0.8202143,-0.00871121,22
tapworthy,1.6083524,-0.08662446,54
hiring,0.13563694,-0.016168462,11
taking,1.873737,-0.07794258,51
lot,1.0580863,-0.0062951855,34
call,1.6751164,-0.015013317,42
cnn,0.10179951,-0.04350677,12
offer,0.7410991,-0.04068106,32
forget,0.7357439,-0.041706868,31
startup,1.3167931,-0.057430603,33
button,0.63916653,-0.026435824,17
sampler,0.84938174,-0.16034257,53
killer,0.68537825,0.08162973,28
bigger,0.6227655,0.009683194,19
sorry,0.23919995,-0.027789425,11
guy,1.2830073,-0.021813624,45
job,0.61922824,-0.04347483,14
hashable,0.18795438,-0.011456703,13
anywhere,0.75137204,-0.035314973,19
groundlink,0.41009995,-0.03638298,16
dwnld,0.22990745,-0.024139093,11
begin,0.96842915,-0.14754552,58
past,0.44684643,0.029278165,18
techcrunch,0.17001219,-0.02366165,13
gonna,0.80537814,-0.066582225,28
charging,0.63807774,-0.020231182,20
everyone,2.456919,-0.09873776,89
making,1.721829,-0.12803023,50
brand,1.5036402,-0.07598402,35
disc,0.43495995,-0.037710957,14
popular,0.40653032,-0.027561326,12
speakeasy,0.23871355,-0.021889925,13
coverage,0.33335593,-0.016568705,13
stream,0.5765942,-0.053759832,27
spot,0.6029534,0.0051044202,24
hotpot,1.9285302,-0.08249108,62
follower,0.388021,0.011513013,12
socialmedia,0.59079736,0.2630431,33
list,0.93186843,-0.09148798,26
suggestion,0.23237889,-0.055384908,13
friday,0.8202371,-0.07035418,35
saving,1.3635671,0.02544111,47
explorer,0.3900104,-0.04521642,15
public,0.33443215,0.0038627435,14
note,1.229408,-0.101963125,33
front,1.2381867,-0.13048333,47
since,0.7542002,-0.059668206,29
apparently,0.663884,-0.068146095,25
becoming,0.34691164,-0.05057392,12
artist,1.3158243,-0.109688714,46
torrent,0.18069452,-0.028899338,11
contextual,1.1610497,-0.08535848,30
valuable,0.37026003,-0.029405164,13
touch,0.72796065,-0.0648333,18
employee,0.5031518,-0.0728351,20
prize,0.5176421,-0.055438094,19
gearing,0.049485162,0.058141943,13
create,0.61605406,-0.020981016,19
maggie,0.50393045,-0.036953773,25
word,0.50352216,-0.002175433,19
full,1.2974222,-0.11846855,40
tell,1.3981295,-0.03627867,45
kindle,0.53266865,-0.045325328,13
source,0.6133365,-0.04356481,21
window,0.83110446,-0.07212478,28
score,0.14188991,-0.01640678,12
survival,0.28628632,-0.03692831,11
ipod,0.9094886,-0.0019676532,25
device,1.9157181,-0.12700264,58
feature,1.2501161,-0.014162365,41
let,0.28608632,-0.022543585,11
text,0.7745213,-0.04567013,22
updated,0.5030034,0.15873821,30
happen,0.10939677,0.045366045,11
never,1.2150985,-0.053791724,35
super,0.6819027,0.08036761,21
privacy,0.6307933,0.15462616,24
consumer,0.57601506,-0.035922103,16
without,1.2208208,-0.049875226,41
ranking,1.7884258,-0.10714044,57
saying,0.43570894,-0.027771138,16
direction,0.39931834,-0.021667201,15
walked,0.33718008,-0.05114907,15
connected,0.30598432,-0.037387915,14
latest,0.39557645,0.0053243907,20
page,1.3151745,-0.058966197,32
tattoo,0.5943255,-0.052001696,21
bring,1.2559482,-0.06615515,39
magazine,0.58089757,-0.008761621,26
half,0.32782564,-0.027282309,13
dude,1.3517512,-0.08769739,37
recommendation,0.6336812,-0.02920257,24
nothing,0.6965289,-0.07412444,28
officially,0.1633669,0.05874712,13
invite,0.36854413,0.0026627094,13
