word,x_values,y_values
nije,-0.32789782,0.018992636
dosta,-0.33772564,-0.006297645
gbuzz,-0.34902135,-0.0177494
dije,-0.40491176,0.026627004
super,1.2255093,0.096772894
nfusion,-0.15581265,0.08092679
hmm,-0.3873157,0.0015661101
applause,-0.25135177,0.030897487
privacy,1.2081829,0.23622568
consumer,1.1667306,0.0992283
basically,0.117756896,0.00991204
zynga,-0.34693885,0.044838674
intuit,-0.017440565,0.028134825
context,-0.09020393,0.09329454
deeper,-0.39188212,0.025075283
without,1.6659867,-0.041734423
cutts,0.22950882,0.04109755
reputation,0.07391113,0.10699403
topicality,0.20924433,0.09990207
key,-0.034092743,0.05044577
ranking,2.652298,0.48309097
saying,0.57761663,-0.04820751
trust,-0.20620865,0.048173197
ironic,-0.081576936,0.03806667
googled,-0.18939526,0.008920952
direction,0.9265383,-0.051009297
ended,-0.1145402,-0.0058438755
walked,0.82584196,-0.12214832
wrong,0.17036888,0.07146049
googletv,-0.17780282,-0.014459702
connected,0.41344255,-0.044297528
connectedtv,-0.15543288,-0.0040639313
fascinating,-0.1450219,0.016415734
cnnmoney,-0.265245,0.00860381
craving,-0.26153767,0.013848939
foodspotting,0.08208716,0.026376188
drunk,-0.048216343,-0.015004344
latest,0.51179916,0.1361755
saytextson,-0.3576787,0.022106411
page,2.0170991,0.017958919
tattoo,0.72357017,-0.0872242
allshare,-0.41935974,-0.0063169748
bring,1.8880303,-0.059565794
about,1.2503047,-0.08031532
magazine,0.8475388,0.03386768
half,0.6255753,-0.06840298
dude,1.9249995,-0.26184672
cutsies,-0.34320593,-0.036326643
thisisdare,-0.2048679,-0.0020039277
hang,0.18904787,-0.047809582
hacked,-0.33094013,0.005394181
nook,-0.08180068,-0.016431231
neck,-0.051357996,0.005798373
become,0.4146376,0.02928865
flava,-0.2780836,-0.0019149135
flav,-0.34355038,0.015030077
recommendation,1.0251112,0.14074989
nothing,1.1066478,-0.14488545
smtravel,-0.38599023,0.020503592
socnet,-0.39111224,0.03651333
discriminatory,-0.371726,0.0014827581
officially,0.46498108,0.0416655
grill,0.21803065,-0.02994763
invite,0.6065319,0.07442666
thunk,-0.3578483,0.013152309
agency,0.11769116,0.0040908186
gone,0.592613,0.018233899
otherwise,0.30652016,-0.0054872087
dell,0.12275134,-0.023023648
soon,1.5771685,0.38219336
hawk,-0.30729207,-0.07344361
story,2.2203019,-0.027029926
connectedbrands,-0.26687938,-0.003670089
sxswic,-0.21797378,0.03400139
pumped,-0.3190566,0.03544604
logo,0.5641207,-0.059711337
heathcare,-0.28511384,0.023478992
lordy,-0.43212026,0.0016600001
little,1.160254,-0.20339218
loved,0.08442237,0.018013557
honesty,-0.30739766,0.05231746
minus,-0.37894386,0.025900196
maven,-0.29394817,0.023711942
performing,-0.31831843,0.024550166
degrading,-0.3356111,0.023760103
act,-0.37004218,0.019102694
charge,1.5791132,-0.12489013
bout,-0.14375137,-0.053818848
donating,0.71322554,0.0028385515
spending,0.5337555,-0.09127253
revenue,0.12877917,0.050380245
grossed,-0.27360165,-0.011342957
amid,-0.23651156,-0.01135542
strategic,-0.097107105,-0.00858741
hint,0.2113212,0.028303703
same,0.035468116,-0.032949105
bill,-0.16099964,0.010361326
murray,-0.34882715,0.011873029
how,-0.34395546,0.01791453
popups,-0.43315375,-0.008717887
scavenger,-0.19080377,0.08408383
released,0.8519863,0.13066001
luggage,-0.377873,0.0115832845
hmmm,0.097761184,0.1454893
holy,0.22891778,0.04178997
moly,-0.43628854,0.0010732181
legal,-0.27865115,-0.033039436
cell,-0.13448767,0.005909623
glad,0.57758874,-0.04269566
lifelinetotheworld,-0.4118517,-0.0010192868
feeling,0.45771137,-0.058845025
worst,0.17063425,0.014797072
techiesunite,-0.3869171,0.009937943
run,-0.2804132,-0.0043450985
hooked,-0.16056915,-0.011874583
paolo,-0.1373274,-0.0012635926
alex,-0.0251756,-0.012314037
backup,0.3806961,0.018669272
powermat,-0.017361524,0.006076503
powermatteam,-0.320383,0.014836128
powermattteam,-0.3520041,0.0029393127
knew,0.27150506,-0.03843516
plied,-0.3423151,0.009182495
stogy,-0.34978953,0.0066559217
weasel,-0.4380978,0.008597193
honestly,-0.29343316,0.002742761
truestory,-0.39280555,0.008305302
totally,0.6514299,-0.011110799
bateman,-0.38691577,-0.00026717637
traveled,-0.39639696,0.01050579
heavy,-0.11079224,-0.006755456
light,1.0467122,-0.03866627
touched,-0.29743412,0.004508054
hmmzies,-0.4371842,-0.006142307
showing,1.5176063,0.38165554
frustrated,-0.32230845,0.013891543
moment,0.6642243,-0.032342263
runaround,-0.29775512,0.006481325
hustlin,-0.3868219,0.010184534
absolutely,0.016613549,-0.003654208
small,0.93146694,0.0035790566
locked,-0.40242526,0.008237291
startupbus,0.6542386,0.023843179
addictive,-0.4139593,0.0034174712
practical,-0.37541747,0.011575314
androidhig,-0.42622033,-0.00036513666
bueller,-0.44793716,0.0034202358
door,0.15283893,-0.103518926
speed,-0.19426697,0.00925571
centre,-0.33733332,-0.026816607
figuring,-0.38022748,-0.016275147
elsewhere,-0.39429456,-0.018370774
shorter,-0.3771513,-0.010032118
interview,1.4093857,0.031271882
disaster,0.8534967,0.023689702
evan,-0.3283859,0.0008866307
wood,-0.19054233,0.026106631
alot,-0.23946667,-0.037061542
staring,0.018664524,-0.08461924
able,1.3724962,0.066850066
afford,0.47353044,0.13584061
consider,0.8041228,0.2849512
imago,-0.33221588,0.021841103
asks,-0.021731837,0.008341053
smscifi,-0.39589524,0.020799326
imminent,-0.33360827,0.11716933
evening,0.28583416,0.0025128096
clip,-0.13829157,0.010730033
sxswgo,-0.34327364,-0.0072856867
ignite,-0.3993147,-0.0009198367
supporting,-0.20070963,-0.012522996
smarty,-0.19409166,0.0023023982
ear,0.011437556,0.031687044
therapy,0.83442587,-0.08650522
etch,0.19540133,-0.07445431
sketch,0.25844195,-0.03493983
iusxsw,-0.32799917,0.008444002
goodness,-0.09628364,-0.028409814
route,1.7212178,0.12651029
truther,-0.26349735,-0.00014167053
movement,0.31004342,-0.021591067
spiderhouse,-0.34348753,0.014031337
included,0.012991056,-0.006608311
influence,0.2234243,-0.072214566
ditto,-0.29581866,0.010404859
choice,1.592395,-0.14955133
understandinghumans,-0.28972057,0.0077652126
wabi,-0.31881213,0.011196464
sabi,-0.27899003,0.009293603
inspiration,-0.20667908,0.005843001
spanish,-0.15083246,0.00036304796
trend,0.26222453,0.076012544
scout,-0.11196323,-0.021284448
zite,-0.30314004,0.008220066
intelligent,0.012932635,0.0062402193
deliciousness,-0.2485116,-0.0035113413
youneedthis,-0.2840738,0.010784175
interested,0.4089627,0.18380123
indoor,-0.19877465,0.022986297
venue,0.46177703,-0.022444166
thekills,-0.34039673,0.012804326
painfully,-0.28883323,0.007005617
vacuous,-0.30643755,0.0040624486
invisible,-0.19864438,0.0119084455
instrument,0.14359562,-0.012076768
dropping,0.202109,-0.031872045
controller,-0.15240867,0.0085940305
lovemusicapi,-0.39734867,0.013087198
rockin,0.4380877,0.040250186
jailbreak,-0.35876894,0.035228644
fab,-0.28320888,0.032126404
intense,0.022006882,0.011985378
remaining,-0.2796952,-0.04244971
exist,-0.040466066,-0.017770536
feel,1.8331666,-0.18899742
antique,-0.3858363,0.017336262
everytime,-0.2650299,0.0069214823
messaging,0.16252412,0.011262122
cheeky,-0.22443101,0.0022228083
hanging,0.24973133,0.021915821
cedar,-0.26940793,0.018479297
courtyard,-0.2148677,0.0030037863
shoot,0.39254194,-0.055452336
display,0.18914567,-0.0062064775
osmpw,-0.40719762,0.012684833
performance,0.14256056,0.008840655
accordion,-0.055125974,-0.0042370353
toodamnlucky,-0.23719239,-0.0010543454
fear,-0.03448897,-0.005165602
att,-0.0779813,0.0541862
slowpoke,-0.29781953,0.013109983
sxswmusic,-0.34016526,0.02919023
mocking,-0.45013905,-0.019708175
flypost,-0.36687967,0.0068563353
community,0.6230808,0.05102192
bulletin,-0.3585393,0.020637117
board,0.32628298,0.07088396
pedicab,-0.10026541,-0.005205119
epic,0.049150098,-0.02628976
forgot,0.40479997,-0.05612436
knife,-0.36694822,0.01196556
fight,1.4331445,-0.0626523
transient,-0.43926796,0.007885173
burst,-0.37442434,-0.0018223615
couch,0.017378611,-0.021056138
fret,-0.3782343,-0.031220421
owner,1.2132065,-0.14332865
disliking,-0.40020165,0.013832753
auto,0.1097265,-0.0076564313
shortening,-0.39251393,0.010610836
clearly,-0.005629791,0.004572949
positively,-0.37638593,0.00953806
happily,-0.3228274,-0.0018330271
clipboard,-0.3787525,-0.002058863
carny,-0.35834226,-0.0014011279
lowtech,-0.35259944,-0.008606461
competing,-0.13741353,0.08306494
socialflow,-0.103944235,0.06856792
resonant,-0.12362244,0.06511256
glowing,-0.2628329,-0.00018763659
classicaudiencemisread,-0.37487465,0.010546566
overheating,-0.3810172,-0.00275651
british,-0.10942334,0.0017774069
sounding,-0.16388907,-0.012975666
crashing,-0.14818926,0.01063865
rocking,0.11440663,0.023422733
cloud,1.2328866,-0.06422986
friendly,0.7617486,-0.019656692
closed,0.21994023,-0.15369187
acquisition,-0.114987254,-0.01576136
answering,0.1870465,0.011961845
pointed,-0.33928823,0.0112713715
gamesalad,-0.27098525,0.0046729804
dutch,0.16832063,-0.032182015
podcast,0.9010991,0.047067624
gssxsw,-0.18158127,-0.0066124094
sxswnl,-0.14540803,0.0029887238
sister,-0.28967342,-0.0077326586
tonigh,-0.36098793,0.0014097994
walking,1.2192475,-0.28627315
ummmm,-0.34342286,0.0072266264
wilting,-0.38976488,0.008608378
stress,-0.34968507,-0.0005968115
almost,1.1904203,-0.12860332
always,1.9476002,-0.04930414
geeksrule,-0.38351405,-0.009717797
strange,0.0937049,0.0029164087
shhh,-0.3896896,0.014013862
taariq,-0.24564701,-0.0021716347
howdy,-0.25852156,-0.0028357299
usguys,0.3015795,0.08244592
smaller,-0.18196547,0.025508963
meeti,-0.45316875,0.011140533
jealous,0.7209812,-0.16045138
obsolete,-0.21037614,0.0099862665
irish,-0.19279353,0.009301998
posterous,0.376166,0.046047002
pile,0.26226223,0.011792122
richpearson,-0.3557395,0.015231522
sprout,-0.38469502,0.01553914
broke,-0.1774749,0.0298499
the,-0.38368252,0.008266521
explanation,0.4884109,-0.10531811
instantly,-0.34656394,0.029010696
pixieengine,-0.4260458,0.028785087
craftbeer,-0.41230774,0.00015786747
drinking,0.10791955,-0.025668658
pint,-0.4070257,0.008705107
awake,-0.28120938,-0.010607261
trustworthiness,0.49925917,-0.012023463
zappos,0.88977593,-0.00025342617
likeability,0.3790544,-0.014005143
richard,0.17195168,0.031107157
branson,-0.28531277,-0.0029729041
mccannsxsw,-0.20137013,-0.01655204
mrmworldwide,-0.35178915,-0.008456237
tough,-0.12793308,-0.014010903
dwindling,-0.33174518,0.003288649
jeebus,-0.3052771,0.013116071
correcting,-0.30874422,0.009829235
curse,-0.32426587,0.01046902
kolko,-0.35284677,0.019675335
coffee,0.5676455,-0.12280578
venture,-0.16984652,0.14527744
accelerator,-0.30971083,0.023456423
critically,-0.327945,0.020876331
lanzara,-0.30712518,0.0030129447
ningun,-0.2889191,0.009659859
producto,-0.28719795,0.008232237
planned,-0.18081565,0.117389366
should,0.473008,0.0039214226
care,0.9544386,-0.08003397
brazil,-0.2901171,0.107983045
orkut,-0.3079294,0.09001948
threat,-0.4292709,0.018282598
pcbuzz,-0.27263743,-0.044431064
pakistan,-0.348363,0.022953829
cwc,-0.39170912,-0.0069655683
screenfuture,-0.34257674,0.018166415
curious,0.118414536,0.004099182
bcet,-0.09882422,0.20096189
yam,-0.2536759,0.04608915
linking,-0.13325034,0.07091649
peep,0.9222615,0.028982617
portal,-0.40971437,0.043922313
exists,-0.03499186,0.007092635
though,0.49843875,0.11050426
analytics,2.041592,0.17494681
integrates,-0.37607098,0.04542873
hootstats,-0.40463686,0.022874946
googlecircles,0.12838355,0.26339453
dancing,0.3337026,0.15809771
wikitude,-0.33596185,0.015828917
layar,-0.2418847,0.025115276
flar,-0.2419079,0.020096144
argon,-0.26258546,0.012370305
goggles,0.21610288,-0.01777446
augmented,1.0465602,0.09048946
reality,1.1578679,0.016808232
browser,1.3735611,-0.02735255
lazy,-0.29521605,0.012602767
lightbox,0.1144651,-0.09047562
finalist,-0.048246272,-0.018405672
announced,0.74057806,0.12477864
imac,-0.37126383,-0.021892115
smell,-0.2961086,-0.042046342
cheese,0.48686954,0.0068391124
stick,-0.36477783,-0.0053372066
etsy,-0.09871233,0.00035247346
realtalk,-0.32645535,0.01553364
wth,-0.42567548,-0.075090915
till,-0.05405408,-0.008033906
passing,-0.084544905,-0.025243228
surfing,-0.45132986,4.013956e-05
premiere,-0.30707267,0.0044904635
scream,-0.2781571,-0.0161106
performer,0.14719066,0.014006734
scrape,-0.04865375,0.03398121
engaging,-0.23440814,0.04647693
heck,-0.034920536,-0.00841949
happened,0.10956758,-0.025574666
lone,-0.17862399,-0.11705528
awaits,-0.15683436,-0.08970802
expected,0.55721045,0.005369348
longest,-0.21967766,-0.0821423
signal,0.3527244,0.11837447
adam,-0.14046581,0.061954092
beckley,-0.36901847,0.01468485
radio,-0.076314606,-0.015980642
listen,0.42898688,-0.026764872
nowplaying,-0.36270034,-0.009391108
newmusic,-0.3766399,0.0011379229
drawing,0.49913895,-0.0064751687
sketchup,-0.27169156,0.057730008
helping,0.26504052,-0.005375862
global,-0.24076027,0.019784693
unabashed,-0.34317136,-0.042011358
geeky,-0.29598758,-0.026209857
valid,2.3439598,0.03811617
infektd,1.9924917,0.04026641
necro,0.07369703,0.039229177
sketchily,-0.3335674,0.0198354
lurking,-0.2701251,0.010477639
concert,0.8166538,0.029973676
hard,1.1708883,-0.11229
massive,0.27906823,-0.07576671
announcement,0.6416779,0.057450034
deadline,-0.06818566,-0.021265319
lovemyjob,-0.22921167,-0.005912656
detailed,0.07947744,-0.023175087
colour,-0.25853887,0.0018589761
coded,-0.25110257,0.01633947
proving,-0.26004907,0.0032432678
organized,-0.3418955,0.016842157
panhandling,-0.25649625,-0.0058790348
whole,0.71084076,-0.15933698
raise,0.41753852,0.0017995993
stillonamacbook,-0.3390921,-0.0012654858
shame,-0.2596192,-0.009847909
marketer,0.29773286,0.07009246
designer,0.20529513,0.09345719
creatives,-0.0969891,0.06772769
pro,-0.012705905,0.027493939
aquent,0.18229249,-0.016277028
marty,-0.3929867,-0.008434972
veteran,-0.42859542,0.035725463
reason,0.40986675,-0.019888785
ambassador,-0.2679802,-0.04093797
upload,0.05706399,-0.0017299567
cbatsxsw,-0.12403433,-0.09009683
amazes,-0.39244738,-0.0016971229
tuck,-0.36286226,0.0047474676
flap,-0.2651382,-0.010341364
webber,-0.3413032,0.005956333
dionne,-0.23902768,0.0038948513
warwick,-0.2965417,0.00038629904
alert,-0.030433131,0.019349532
finding,0.57323635,-0.06706032
needle,-0.2716174,0.009657758
haystack,-0.38040024,0.011587514
mental,-0.4028365,0.009125588
doingitwrong,-0.31894872,0.00638791
purchased,0.11903095,-0.070706464
mexican,-0.08164954,-0.012086827
mavis,-0.19468422,-0.011961176
bear,0.16092746,-0.025139518
comprando,-0.40129098,0.024431381
twice,-0.45459643,0.0043074815
dairy,-0.34623164,-0.0028751607
relies,-0.06350014,0.0062849675
evernote,-0.24001944,0.0011050149
agchat,0.20272745,-0.0022995924
bummed,-0.3426821,-0.0043475595
quarantined,-0.3076025,-0.0026540754
kiddie,-0.23311545,-0.012004157
cold,-0.23692806,-0.009595458
garageband,-0.2964745,-0.012528659
comfort,-0.14704052,-0.029154118
enabled,-0.1914247,0.015757086
marker,-0.23950231,0.02578802
bird,0.08338515,0.051590223
mist,-0.2117093,0.014252125
dope,-0.02585024,0.018072508
interviewed,-0.009042241,0.018506259
compared,-0.0015818785,0.028985005
keitai,-0.42419222,-0.001241178
shared,0.06745161,-0.06600676
paul,0.10125974,0.03032747
mashup,-0.056184832,-0.007752749
information,1.3995467,0.13191205
thefutureismobile,-0.41699272,0.03761601
pat,-0.28964004,0.0077113486
julia,-0.3000933,-0.00040255082
sweeney,-0.26055768,0.0121460585
well,2.9488103,-0.3393727
alumnus,-0.31587082,0.014837083
loving,0.3760073,0.028973583
morphie,-0.27577198,0.020458141
juicepack,-0.19571276,0.011213635
recharge,0.061769977,-0.04623069
move,0.79034513,-0.28443784
mover,0.05512842,-0.027631912
shaker,0.045917306,-0.0073394496
poke,-0.051328875,-0.026819408
ebook,0.066897914,-0.010087728
involved,-0.2197223,-0.009545482
handing,0.3881116,-0.067286
audi,-0.007552029,-0.07259582
car,-0.07613398,-0.079971194
murphy,-0.2795353,0.024940869
serve,0.5883715,-0.09779669
designflaws,-0.3689084,0.006037974
compiling,-0.40125352,0.009357836
musician,-0.2134131,-0.00492102
kicked,-0.23196682,-0.0040582
bucket,-0.29979977,0.0029270113
where,0.61966926,-0.17236315
within,0.08665856,-0.0613288
distance,-0.28716835,-0.04050204
deed,-0.37844935,-0.0047249193
returned,-0.35773546,-0.011214881
gifting,-0.3484644,0.01462013
exogear,-0.33866495,0.0060438705
priceless,-0.3850617,0.004692191
sent,-0.19857982,-0.06268054
unequipped,-0.36318403,-0.004276194
dang,-0.040473606,0.007781486
sole,-0.37511498,0.013201196
dotrights,-0.38630956,0.015060879
whats,-0.37011802,0.009554343
imthetype,-0.25851327,0.019635716
flip,0.6949363,-0.0012951994
effect,-0.13556248,0.050788958
player,1.0916831,0.017773092
challenged,0.020108862,0.017217048
solve,-0.03708953,0.018191587
parenting,-0.0054903976,0.0037066068
worklifeprogress,-0.39488554,0.015797634
badass,-0.107773274,0.0026437507
debugging,-0.26389226,0.0048356405
emergency,-0.010582205,-0.010562971
vamos,-0.3376139,0.0018494598
probar,-0.3693408,-0.0028453632
politics,-0.21028335,0.0038696239
innovate,0.04485373,-0.060294997
publisher,0.137785,-0.0022946345
subsidizing,-0.24105313,-0.011995001
newsapps,1.4274094,-0.05267459
trophy,-0.4095425,0.0014096402
lookingforwardtothemusicfest,-0.4111838,-0.002953445
partner,-0.27218252,0.025102638
hack,0.4015858,-0.020214304
jumping,-0.20254374,0.0011946477
corporate,0.26201376,-0.038812615
firewall,-0.20897307,-0.0015764437
doc,0.74663883,0.046236366
hackingwork,-0.34730762,0.009789038
flop,-0.34156048,0.06618358
akabuzz,-0.40633932,0.04870967
retreat,-0.23017861,0.010937281
cvdc,-0.20439617,-0.004828674
dfcbto,-0.4047718,0.00086419575
bandwagon,-0.2770958,0.06321026
partying,-0.15840834,0.012582086
surprised,0.17329754,-0.0023320676
table,0.8095589,-0.030296504
three,0.43851173,-0.08746512
gadgetoverload,-0.43773606,-0.0055362005
farooqui,-0.38022038,0.020818055
catching,-0.17512284,-0.0097576445
grow,-0.14708416,-0.009382185
purchasing,-0.29779208,0.0046388125
gamesfortv,-0.34168518,0.008528475
extended,0.102456555,-0.025851939
calvin,-0.07864034,0.04720225
charlie,0.24814908,0.06204812
sheen,0.27709422,0.042193916
goddess,0.13338304,0.060961824
feedback,-0.29445675,0.0038867195
pushed,-0.25891787,0.0076687546
grilled,0.073269755,0.052504554
manufacturing,-0.29700145,0.012294085
serendipity,-0.102614984,0.007412942
teeming,-0.32329273,0.0023958131
addict,-0.09709668,0.0015615404
twittering,-0.27799553,-0.003627954
anoth,-0.3222213,0.011180289
opinion,-0.14440556,0.01957493
annoying,-0.111778654,-0.027500924
usage,1.1660607,0.44174406
continuum,-0.3940294,0.015591347
attitude,-0.2892204,0.02579133
crowdsourcing,-0.1568846,-0.0144610405
claimed,-0.22201699,0.03671824
logged,-0.2850284,0.023899354
third,-0.05870898,0.025041554
batch,-0.43758965,-0.0050186813
delivered,-0.004390814,-0.04584803
highlight,0.3139602,-0.0041134367
undoubtedly,-0.28496426,0.009778316
softball,-0.27359247,0.009817445
fancrazed,-0.28865206,0.016450854
siliconvalley,-0.3209564,-0.0058660456
hacking,0.21987222,-0.042185284
speakermeetup,-0.32509804,0.0022005863
dogpatch,-0.32896492,0.0022392855
vector,0.111597896,0.06291833
panning,-0.34019718,0.033209424
gasp,-0.35417396,0.0045377742
appreciation,-0.29378805,0.00962396
brightness,0.09386587,-0.046254806
conservebatterylife,-0.28360888,-0.011377708
peace,-0.30698818,-0.023760702
zombie,-0.13770385,0.016820056
zomb,0.05079698,0.024904357
tomlinson,0.1709483,0.033140067
observer,0.28814808,0.008836022
subscription,0.17807452,-0.019309126
impediment,-0.22434676,-0.0019497033
fetch,-0.17021297,-0.008486297
manual,-0.2673274,0.011278214
mail,0.48243344,0.0837645
official,1.158931,-0.05196308
grille,0.12601514,-0.02609773
zazzlsxsw,-0.008725955,-0.05159364
kiss,-0.34788898,-0.0043273815
slap,0.24345689,0.0140928365
xoom,0.15055005,-0.08880114
omg,-0.3805056,0.013055741
idle,-0.36946666,0.011199701
expensive,-0.12669319,-0.010019294
crave,-0.29726252,0.0394207
cnnmoneysxsw,-0.36401868,-0.031299688
shortcut,-0.4439167,0.01798062
newspaper,0.38732126,-0.042145427
caramel,-0.29623348,0.005019254
macchiato,-0.27749887,0.010258485
ouch,0.20934838,-0.006420088
hiss,-0.25390804,0.0106922425
pump,-0.26116794,0.0065393243
lava,-0.29358768,0.0069275415
tmsxsw,0.0072927703,-0.008175498
hit,-0.16525917,-0.0340426
canada,0.44574112,-0.035610355
rating,0.19142294,0.076630905
showed,0.22012947,-0.02624409
wanted,0.23179212,-0.07199384
obvious,-0.3619638,0.01815191
cough,0.10488797,-0.027226055
property,-0.42745212,-0.0079575
realestate,-0.43856207,-0.027276091
tues,0.01745867,-0.018907128
manager,-0.19080558,-0.011676288
wear,-0.120243415,-0.024501631
openbeta,-0.013181869,-0.003618726
quibids,-0.15437242,-0.041014977
sxswbuffalo,-0.065235466,-0.027780656
tempted,-0.26375377,-0.021791056
participating,0.13305083,0.07188487
launchrock,0.31776357,0.07556334
comp,0.048085276,0.04695331
dexteria,-0.45610136,0.021251097
scarfing,-0.44981575,-0.010308598
confusion,-0.33205777,0.07964638
claim,0.16551532,0.20089561
fragmentation,-0.14357767,0.028738879
computing,0.09548482,0.04355231
presented,-0.12651557,0.224959
wiley,0.10529284,0.03418911
moderator,-0.29634956,0.011416884
europe,0.094027095,0.03565068
roaming,-0.15688854,0.0067645
brown,-0.2552587,0.011967843
paper,0.2768912,0.03745329
grows,-0.15075532,-0.013535932
journalism,-0.12861335,-0.025725838
voicefeed,-0.41466355,0.01517444
interact,-0.21863957,0.017287679
different,1.1507108,0.03972788
vegitarian,-0.3695414,0.00064276817
vegan,-0.3056593,-0.007752081
natural,-0.13826153,0.0016104061
sxswsurvival,-0.40514132,0.0038746067
shown,-0.26568916,-0.015025515
tshirts,-0.15637954,0.010345325
themed,0.46436813,0.3099355
costume,0.344997,0.17624897
iamtimbaker,-0.44110736,0.02141866
theme,-0.1667934,0.0016472765
government,0.13201478,0.009323344
bolinsxsw,-0.19695158,-0.0013299078
planning,0.28681502,0.015385626
concertgoers,-0.3854786,0.08417317
swsx,-0.20399839,0.01719093
electronics,-0.057829626,-0.022751149
cope,-0.38170478,0.0068570557
usability,-0.40419117,0.01766414
poked,0.12375405,0.011251516
liked,0.5990795,-0.020554317
tweeted,0.29835904,0.00037676256
attractive,-0.37308428,-0.021046523
impressive,0.2467431,-0.10266496
permanent,-0.26738247,-0.037732024
finally,0.7234776,-0.019453604
dwindled,-0.39167467,-0.046570055
hook,-0.3490626,0.01169593
singing,-0.32212487,0.016655648
high,1.4995775,-0.12345643
five,0.21468224,-0.008546839
founder,0.81691504,0.009022465
russian,-0.27934393,0.0033269299
bot,0.42167008,-0.00788019
nigerian,-0.26566073,0.01626869
banker,-0.30755123,0.008257888
stunt,-0.3694873,0.0061741113
draw,0.082792036,0.025197305
redeem,-0.1864333,-0.010712499
swoop,-0.44277722,0.0010912059
untapped,-0.3877376,0.003821669
market,2.1489296,-0.117987044
pour,-0.36617,0.010671168
accessibility,0.71658796,-0.02098233
sick,-0.08082781,-0.024878038
problem,0.4510414,-0.01817249
creating,0.251939,0.04040015
hacknews,-0.30196014,-0.004520752
sxsma,-0.40247384,0.0187131
sapete,-0.35527068,0.03259117
qualcosa,-0.29891044,0.0076381033
fueling,-0.227495,-0.009498679
fare,-0.18077718,0.0023878363
eatshopaustinapp,-0.34440157,0.0029261264
radar,-0.37757322,0.03837953
circus,-0.10098769,0.11595889
professional,0.082436085,0.054686077
permission,-0.4305701,0.013631075
voluntary,-0.28153765,0.010767603
participant,-0.121764034,-0.0005128576
reproducing,-0.33914524,0.025367334
digitally,-0.33318087,0.03279379
organically,-0.3381642,0.02453565
consume,-0.3009125,0.002821918
marissameyer,-0.22067197,0.0028192215
instore,-0.3899252,0.005079084
inventory,0.20661592,-0.06776216
mullet,-0.41413164,0.000922014
kiosk,-0.24609016,-0.048128918
retiring,-0.22165832,-0.019186186
wine,0.011966122,-0.031933222
library,0.3513682,-0.014109342
moving,0.6657447,-0.05111076
onto,0.31572723,-0.03250058
grape,0.47899702,-0.02850005
thankyouecon,-0.11635875,0.03717541
reveals,-0.34787467,0.011658149
average,-0.19796708,0.08034503
oscar,-0.2816779,0.0076599373
blew,-0.29971698,0.016019283
reported,-0.13500248,0.046200383
congrats,1.22041,-0.11535298
eats,-0.29606536,-0.043998323
bbq,-0.28346735,-0.03229596
complete,0.14541024,-0.07605165
quibidswin,-0.41656703,0.015159137
andoid,0.10833584,-0.07830759
from,1.7811692,0.062726945
naomi,0.011052389,-0.009786705
campbell,-0.004349496,-0.01583879
rage,0.0043668514,-0.01751429
accompanied,-0.25663432,-0.015005458
fedora,0.0043287566,-0.018736834
haircut,-0.23155972,0.013572287
oooorkut,-0.40000132,0.055824183
shut,-0.3666747,0.0029612142
socialnetwork,-0.37460417,0.11469118
important,1.2927405,0.12414456
japanese,0.8364068,0.047512535
sxswcares,0.15488014,0.027133048
quake,0.52913207,0.013382338
rule,0.48705256,-0.027186869
ooing,-0.15972275,0.031986255
ahing,-0.1729999,0.025150713
everybody,-0.061366834,0.026722644
alternate,0.099579416,-0.0142169
rare,0.082955666,-0.030097803
sighting,-0.28049442,0.033347003
indeed,-0.30718195,0.03801191
sched,0.023290668,0.02970994
unofficial,0.74209845,-0.025976563
count,-0.11737771,-0.028386397
current,-0.085062675,0.014473293
application,0.21306029,0.00862288
lmndst,-0.289038,0.003929628
grabbed,-0.20384704,-0.025108756
seat,0.06918823,-0.0055500283
expect,0.46023026,0.013008167
several,-0.11001916,0.0016780465
trial,-0.32975742,-0.008987209
virtualwallet,-0.21077283,-0.014990089
digitalid,-0.39572757,-0.022895033
selected,-0.22668116,-0.009400251
bajillions,-0.21621469,-0.06398441
bunch,0.17818621,-0.023772283
exclusive,0.42562568,0.045147456
fool,-0.16855301,-0.003679661
advertising,0.1765439,0.0092884535
danger,-0.36588982,-0.009139853
floor,1.0699909,-0.07457067
dreaded,-0.22797799,-0.0055500567
damn,0.23868378,-0.05626257
tingle,-0.26616502,-0.00980212
sxnewworlds,-0.29381388,-0.0045043346
slow,0.21011022,0.02072738
resting,-0.17825007,0.01072011
heartrate,-0.3255669,-0.0010325657
leisure,-0.16216698,-0.0033786464
spilled,-0.12415679,0.0024016136
bean,0.21288605,0.012601763
sxflip,0.37148917,0.076923475
impressed,0.018469147,-0.051909275
slim,-0.36133727,-0.0001570492
form,0.17625836,-0.038341187
ness,-0.32781953,0.009068048
haven,-0.326815,0.0031589894
tried,0.6083434,-0.03330817
explode,-0.39065617,0.010366757
brought,0.67896056,-0.03044961
delicious,-0.050610505,-0.005049383
often,-0.27767682,0.0071981032
including,1.5992924,0.037610065
drag,-0.22039849,0.012124166
drop,0.875782,0.0027641382
management,0.17533648,0.017869102
poster,-0.31419373,0.05750379
talked,0.29715174,-0.031722978
androidsxsw,-0.13974503,0.009156071
transfer,-0.1707982,0.0055634687
